Title,Paragraph,Source,Truth
"Recap 2024: Laughter Chefs To Bigg Boss 17, Best Reality Shows Of The Year",Theme,Times_Now,1.0
: Unlimited Entertainment,Entertainment,Times_Now,1.0
Shah Rukh Khan And Diljit Dosanjh Team Up For Don. Here's Everything You Need To Know,Korean,Times_Now,1.0
16th Mirchi Music Awards Celebrates Indian Music's Best: 'Tu Jhooti Main Makkaar' Wins Big,Theme,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Bollywood,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Box Office,Times_Now,1.0
Hyderabad Family Loses Rs 5.5 Crore in 17-Day Digital Arrest,Reviews,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC",TV,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Web Series,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Hollywood,Times_Now,1.0
Hyderabad Family Loses Rs 5.5 Crore in 17-Day Digital Arrest,Korean,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC",Telugu,Times_Now,1.0
"Bengaluru Yellow Line Metro Stn Named after Delta Electronics; Infosys, Biocon Also Get Naming Rights",Tamil,Times_Now,1.0
Delhi's Minimum Temperature At 4 Degrees Celsius Today: What's Behind This Sharp Drop?,Kannada,Times_Now,1.0
"Anushka Sharma, Virat Kohli Spotted At Hotel In Brisbane On 7th Wedding Anniversary. See Unseen PIC",Movies,Times_Now,1.0
"TXT Announces 'Long-Term Break' Beginning January 2024, BigHit Issues Official Statement", ,Times_Now,1.0
"Dharmendra Is Missing His 'Loving Brother' Dilip Kumar, Shares Most Iconic Photo On Latter's Birth Anniversary",Bollywood,Times_Now,1.0
Nayanthara Breaks Her Silence About Having The Courage To Talk About Dhanush 'I Have To Be Scared When... ', ,Times_Now,1.0
Karan Aujla Super Exclusive Interview: Controversies Are A Part Of My Public Life,Theme,Times_Now,1.0
Rashmika Mandanna Grateful For All The Love For 'Srivalli' And ‘Pushpa 2 The Rule',Bollywood,Times_Now,1.0
10 Life-Changing Books That Make You Believe in the Power of Change, ,Times_Now,1.0
Bajaj Housing Finance Shares Fall 5% As Anchor Investor Lock-In Ends,Box Office,Times_Now,1.0
"UPPSC PCS Admit Card 2024 Released on uppsc.up.nic.in, Direct Link Here",Reviews,Times_Now,1.0
Is Chef Vikas Khanna Dedicating His Recent Michelin Bib Gourmand Award To Shah Rukh Khan? Read His Emotional Note,TV,Times_Now,1.0
Rashmika Mandanna Grateful For All The Love For 'Srivalli' And ‘Pushpa 2 The Rule',Web Series,Times_Now,1.0
Bajaj Housing Finance Shares Fall 5% As Anchor Investor Lock-In Ends,Hollywood,Times_Now,1.0
"UPPSC PCS Admit Card 2024 Released on uppsc.up.nic.in, Direct Link Here",Korean,Times_Now,1.0
Is Chef Vikas Khanna Dedicating His Recent Michelin Bib Gourmand Award To Shah Rukh Khan? Read His Emotional Note,Telugu,Times_Now,1.0
Rashmika Mandanna Grateful For All The Love For 'Srivalli' And ‘Pushpa 2 The Rule',Tamil,Times_Now,1.0
Bajaj Housing Finance Shares Fall 5% As Anchor Investor Lock-In Ends,Kannada,Times_Now,1.0
Rashmika Mandanna Grateful For All The Love For 'Srivalli' And ‘Pushpa 2 The Rule',Movies,Times_Now,1.0
"Selena Gomez, Benny Blanco Are Engaged As She Flaunts Diamond Ring. Latter SCREAMS 'That's My Wife'",Bollywood,Times_Now,1.0
Luxury Evolving In A Different Way In India: Jyoti Malhotra At IEC 2024,Theme,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Features,Times_Now,1.0
Good News For MF Investors As SEBI Cuts SIP Cancellation Time To 2 Days- Details,Car News,Times_Now,1.0
"Resul Pookutty Shares Update From LA, Discusses The Goat Life's Oscar Chances For Sound Design | Exclusive",Bike News,Times_Now,1.0
Not KL Rahul Or Rishabh Pant! RCB Reveal Two Indian Stars As Major Targets They Failed To Sign At IPL Auction,Electric Vehicles,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Car Reviews,Times_Now,1.0
Good News For MF Investors As SEBI Cuts SIP Cancellation Time To 2 Days- Details,Bike Reviews,Times_Now,1.0
"Resul Pookutty Shares Update From LA, Discusses The Goat Life's Oscar Chances For Sound Design | Exclusive",Features,Times_Now,1.0
Not KL Rahul Or Rishabh Pant! RCB Reveal Two Indian Stars As Major Targets They Failed To Sign At IPL Auction,Car News,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Bike News,Times_Now,1.0
Good News For MF Investors As SEBI Cuts SIP Cancellation Time To 2 Days- Details,Electric Vehicles,Times_Now,1.0
Switch Introduces EiV12 and E1 Low Floor e-Buses,Bike Reviews,Times_Now,1.0
Want A Kia Carnival? Get Ready To Wait Half A Year,Trending:,Times_Now,1.0
TVS Begins Testing Its New Apache ADV In India,news,Times_Now,1.0
'Maharashtra To Be $1 Trillion Economy By...': What CM Devendra Fadnavis Said At IEC 2024,Theme,Times_Now,1.0
Watch Times Network's ,India,Times_Now,1.0
 2024, ,Times_Now,1.0
Related News,Mumbai,Times_Now,1.0
Why Fadnavis Accepted Shinde's Deputy Role Despite BJP Being The Largest Party- IEC 2024,Delhi,Times_Now,1.0
"'Never Said One Education Policy For Entire Nation, But...': Dharmendra Pradhan On NEP | IEC 2024",Kolkata,Times_Now,1.0
'Anarchists Forces Ke Kendra Bindu..: Maharashtra CM Devendra Fadnavis Slams Rahul Gandhi | IEC 2024,Bengaluru,Times_Now,1.0
[WATCH] D Gukesh Gets Emotional; In Tears After Being Crowned Youngest-Ever World Chess Champion,Theme,Times_Now,1.0
"Crores In Demat, Real Estate, Cash: What Began As Rape Case Ended In Mega Money-Laundering Probe",Padel,Times_Now,1.0
Telangana To Shiver As IMD Hyderabad Issues Cold Wave Alert For THESE Districts-See Forecast,Pickleball,Times_Now,1.0
Bangladesh: Dhaka University Students Protest Noise Pollution With ‘Teri Aakhya Ka Yo Kajal’ Dance,Cricket,Times_Now,1.0
Ashwini Vaishnaw On 4 Pillars That Would Lead India to The Top 3 Economies | IEC 2024 Exclusive,Football,Times_Now,1.0
"World Chess Championship 2024, Game 14 Live: Gukesh Beats Ding Liren To Be Crowned World Champion",Tennis,Times_Now,1.0
"Gukesh Creates History, Becomes Youngest World Champion In History, Second Indian To Win Elusive Crown", ,Times_Now,1.0
WI VS BAN Live Score: Bangladesh Aim To Avoid Whitewash,Badminton,Times_Now,1.0
Not KL Rahul Or Rishabh Pant! RCB Reveal Two Indian Stars As Major Targets They Failed To Sign At IPL Auction,Hockey,Times_Now,1.0
ISRO Achieves Key Milestone: LVM3 Cryogenic Engine Test Fired for Gaganyaan Mission,Theme,Times_Now,1.0
Penguin Jumps Back Into Water After Finding Leopard Seal Resting On Ice Floe,Cities,Times_Now,1.0
"On This Day 133 Years Ago, India's Capital Was Shifted From Kolkata To Delhi, But Why?",Mumbai,Times_Now,1.0
"Canara Bank Revises MCLR Rates: Borrowing Costs Rise Effective December 12, 2024",Delhi,Times_Now,1.0
10 Must-Read Books To Gift This Holiday Season, ,Times_Now,1.0
"Ekadashi 2025: The First Ekadashi of the New Year, Date and Auspicious Timing of Poush Putrada Ekadashi",Kolkata,Times_Now,1.0
Penguin Jumps Back Into Water After Finding Leopard Seal Resting On Ice Floe,Bengaluru,Times_Now,1.0
"On This Day 133 Years Ago, India's Capital Was Shifted From Kolkata To Delhi, But Why?",Hyderabad,Times_Now,1.0
"Canara Bank Revises MCLR Rates: Borrowing Costs Rise Effective December 12, 2024",Chennai,Times_Now,1.0
"Ekadashi 2025: The First Ekadashi of the New Year, Date and Auspicious Timing of Poush Putrada Ekadashi",Pune,Times_Now,1.0
Penguin Jumps Back Into Water After Finding Leopard Seal Resting On Ice Floe,Noida,Times_Now,1.0
"On This Day 133 Years Ago, India's Capital Was Shifted From Kolkata To Delhi, But Why?",Gurugram,Times_Now,1.0
 ,Ghaziabad,Times_Now,1.0
'Anarchists Forces Ke Kendra Bindu..: Maharashtra CM Devendra Fadnavis Slams Rahul Gandhi | IEC 2024,Ahmedabad,Times_Now,1.0
"In A Big Move, PM Modi-Led Union Cabinet Approves 'One Nation One Election' Bill: Sources",Chandigarh,Times_Now,1.0
Piyush Goyal Credits 3 PMs For Boosting India's Economic Growth - A Surprise Pick From Congress | IEC 2024, ,Times_Now,1.0
Ashwini Vaishnaw On 4 Pillars That Would Lead India to The Top 3 Economies | IEC 2024 Exclusive,Theme,Times_Now,1.0
Latest News,Visual Stories,Times_Now,1.0
[WATCH] D Gukesh Gets Emotional; In Tears After Being Crowned Youngest-Ever World Chess Champion,Entertainment,Times_Now,1.0
"'One India, One Rate': What PNG Jewellers Chairman Saurabh Gadgil Said On Gold Prices At IEC 2024",Sports,Times_Now,1.0
12 Romance Novels of 2024 That Will Sweep You Off Your Feet,Lifestyle,Times_Now,1.0
"DU SOL Exam 2024 Admit card, semester exam date sheet out on sol.du.ac.in",Viral,Times_Now,1.0
Related News,Technology,Times_Now,1.0
9 Worst Foods To Eat After Workout,Science,Times_Now,1.0
​5 Cars With Best Aerodynamic Designs,Health,Times_Now,1.0
6 Best Samsung Phones Under Rs 60000 In December 2024, ,Times_Now,1.0
Snowy December: 9 Places To Make The Most Of Gulmarg's Winter Magic,Astrology,Times_Now,1.0
Aligarh Teen Gets Her Scalp Replanted In A Complex Surgery After It Was Ripped Off In A Horrific Accident,Theme,Times_Now,1.0
What is a scalp replantation surgery?  ,Health,Times_Now,1.0
Can the surgery cause any trouble?  , ,Times_Now,1.0
Latest News,Diet,Times_Now,1.0
"2024 New Toyota Camry Walkaround | Priced at ₹48 Lakh (ex-showroom), Features & More | Times Drive",Fitness,Times_Now,1.0
Anupamaa Fame Gaurav Khanna's Wife Akanksha Chamola Shares Cute Video On His Birthday - See Post,Mental Health,Times_Now,1.0
"Quick Commerce Startup FirstClub Raises $8 Million, Aims To Capture 10% Of India's Market - Details",Weight Loss,Times_Now,1.0
"Pushpa 2 The Rule: Where Is 3D Version Of Allu Arjun, Rashmika Mandanna Starrer?",Diet,Times_Now,1.0
Related News,Fitness,Times_Now,1.0
Could Your Sanitary Pads Be Harming Your Health in Ways You Never Knew?,Mental Health,Times_Now,1.0
Spot The Difference Challenge: Think You're Observant? Prove It By Finding Differences In 5-Seconds, ,Times_Now,1.0
What Are Neuropathic Nerve Pains Hina Khan Is Struggling With As She Undergoes Breast Cancer Treatment?,Weight Loss,Times_Now,1.0
AIIMS Delhi Doctors Extract Whopping 9.2kg Tumour After 10-hour Stage 4 Ovarian Cancer Surgery, ,Times_Now,1.0
First Sign of A Disease Is Not Cancer Or Diabetes: Know The Red Flags You Must Not Ignore,Trending:,Times_Now,1.0
"Big Relief To Muslim Side! SC Pauses Surveys Of Mosques, Seeks Centre's Reply",Theme,Times_Now,1.0
10 Must-Read Books To Gift This Holiday Season,Cities,Times_Now,1.0
Jaipur Foodie Guide - 4 Jaipur Bloggers Recommend What And Where To Eat In The City,Mumbai,Times_Now,1.0
Disha Patani turns heads with her red-hot photoshoot look,Delhi,Times_Now,1.0
ISRO Achieves Key Milestone: LVM3 Cryogenic Engine Test Fired for Gaganyaan Mission,Kolkata,Times_Now,1.0
10 Must-Read Books To Gift This Holiday Season,Bengaluru,Times_Now,1.0
Jaipur Foodie Guide - 4 Jaipur Bloggers Recommend What And Where To Eat In The City,Hyderabad,Times_Now,1.0
Disha Patani turns heads with her red-hot photoshoot look,Chennai,Times_Now,1.0
ISRO Achieves Key Milestone: LVM3 Cryogenic Engine Test Fired for Gaganyaan Mission,Pune,Times_Now,1.0
10 Must-Read Books To Gift This Holiday Season,Noida,Times_Now,1.0
Jaipur Foodie Guide - 4 Jaipur Bloggers Recommend What And Where To Eat In The City,Gurugram,Times_Now,1.0
Breaking News Live Updates: PM Modi Likely To Travel To France In February 2025,Ahmedabad,Times_Now,1.0
ISRO Achieves Key Milestone: LVM3 Cryogenic Engine Test Fired for Gaganyaan Mission, ,Times_Now,1.0
'Anarchists Forces Ke Kendra Bindu..: Maharashtra CM Devendra Fadnavis Slams Rahul Gandhi | IEC 2024,Chandigarh,Times_Now,1.0
'Gold Hai Haath Mai': Man Steals Bangles From Dead Woman's Body After Mumbai's Kurla Bus Crash,Theme,Times_Now,1.0
"ENHYPEN's Jungwon ADDRESSES Dating Rumour With aespa's Winter, Warns Of 'Consequences' After Smoking Controversy",Entertainment,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Bollywood,Times_Now,1.0
'Maharashtra To Be $1 Trillion Economy By...': What CM Devendra Fadnavis Said At IEC 2024,Box Office,Times_Now,1.0
"15 Minutes, 7 Accidents: How Dehradun’s Speed Breaker Turned Into Death Trap - VIDEO",Reviews,Times_Now,1.0
"ENHYPEN's Jungwon ADDRESSES Dating Rumour With aespa's Winter, Warns Of 'Consequences' After Smoking Controversy",TV,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Web Series,Times_Now,1.0
"15 Minutes, 7 Accidents: How Dehradun’s Speed Breaker Turned Into Death Trap - VIDEO",Korean,Times_Now,1.0
"'Draconian' And 'Impractical': Opposition Rejects BJP's 'One Nation, One Election' Push",Tamil,Times_Now,1.0
Kurla Bus Crash CCTV Footage: 'Accused' Driver 'Packed 2 Bags And Jumped Out Of Window', ,Times_Now,1.0
"Days After Kurla Horror, Pedestrian Crushed To Death By BEST Bus Near CSMT Railway Station",Malayalam,Times_Now,1.0
Mumbai Weather: Will There Be Cold Wave Conditions In the Coming Week? Here's What IMD Official Says, ,Times_Now,1.0
"On Cam: Moment When Mumbai Bus Accident Happened, Passengers Broke Windows to Come Out of Vehicle",Movies,Times_Now,1.0
'Have No Regrets': How Mumbai Lawyer Saved BEST Bus Driver From 'Furious' Mob After Kurla Crash, ,Times_Now,1.0
"Vikrant Massey's 'The Sabarmati Report' Screening Disrupted At JNU, Posters Torn - Video",Theme,Times_Now,1.0
 Condemns Alleged Attack,India,Times_Now,1.0
Godhra Train Burning Incident, ,Times_Now,1.0
NEET PG Counselling 2024 Round 2 Seat Allotment Result Released on mcc.nic.in,Mumbai,Times_Now,1.0
[WATCH] D Gukesh Gets Emotional; In Tears After Being Crowned Youngest-Ever World Chess Champion,Delhi,Times_Now,1.0
"'One India, One Rate': What PNG Jewellers Chairman Saurabh Gadgil Said On Gold Prices At IEC 2024",Kolkata,Times_Now,1.0
12 Romance Novels of 2024 That Will Sweep You Off Your Feet,Bengaluru,Times_Now,1.0
"Crores In Demat, Real Estate, Cash: What Began As Rape Case Ended In Mega Money-Laundering Probe",Chennai,Times_Now,1.0
Kiren Rijiju’s 'Unworthy' Remark Faces Privilege Motion – What’s Next?,Pune,Times_Now,1.0
'Maharashtra To Be $1 Trillion Economy By...': What CM Devendra Fadnavis Said At IEC 2024,Noida,Times_Now,1.0
"Who Is D Gukesh, The Indian Chess Prodigy, Who Is The Youngest World Champion In History",Theme,Times_Now,1.0
12 Romance Novels of 2024 That Will Sweep You Off Your Feet,Padel,Times_Now,1.0
"DU SOL Exam 2024 Admit card, semester exam date sheet out on sol.du.ac.in",Pickleball,Times_Now,1.0
"World Chess Championship 2024, Game 14 Live: Gukesh Beats Ding Liren To Be Crowned World Champion",Cricket,Times_Now,1.0
EXPLAINED Black Doves Finale: How Keira Knightley's Christmas Spy Thriller Sets Up Season 2,Football,Times_Now,1.0
"Farah Khan REPLACES Bharti Singh, Chef Harpal Singh As The Host-Judge Of MasterChef Season 2 - Exclusive", ,Times_Now,1.0
Kiren Rijiju’s 'Unworthy' Remark Faces Privilege Motion – What’s Next?,Theme,Times_Now,1.0
What's Next For Kiren Rijiju?,India,Times_Now,1.0
Privileges Committee referred:, ,Times_Now,1.0
House considers the report:,Cities,Times_Now,1.0
Purpose of a privilege motion:, ,Times_Now,1.0
No-Trust Vote Against VP,Mumbai,Times_Now,1.0
 ,Delhi,Times_Now,1.0
"Adani Group Shares Soar, Boosting Investor Wealth By Rs 27,000 Crore – All Details",Kolkata,Times_Now,1.0
"Quick Commerce Startup FirstClub Raises $8 Million, Aims To Capture 10% Of India's Market - Details",Bengaluru,Times_Now,1.0
"Pushpa 2 The Rule: Where Is 3D Version Of Allu Arjun, Rashmika Mandanna Starrer?",Hyderabad,Times_Now,1.0
Bengaluru Midnight Marathon On December 14-15: Traffic Restrictions In Place For 14 Hours-See Details,Chennai,Times_Now,1.0
 ,Pune,Times_Now,1.0
'Gandhi Ji Ki Baat Sach Ho Jayegi...': Union Minister Piyush Goyal Takes Jibe At Congress- IEC 2024,Gurugram,Times_Now,1.0
"One Nation, One Election: When Did India Last Hold Simultaneous Polls?",Theme,Times_Now,1.0
"Opposition Opposes 'One Nation, One Election'",India,Times_Now,1.0
"Union Cabinet Approves 'One Nation, One Election' Bill; Opposition Calls it Undemocratic| Blueprint",Mumbai,Times_Now,1.0
'The 4th Party...: Fadnavis Big Admission On What Led TO BJP's Poor Show In LS Polls | IEC 2024,Chennai,Times_Now,1.0
Why Fadnavis Accepted Shinde's Deputy Role Despite BJP Being The Largest Party- IEC 2024,Pune,Times_Now,1.0
CPI Data: India’s Retail Inflation Eases To 5.48% In November; Food Inflation Surges,Theme,Times_Now,1.0
Food Inflation In November,Business,Times_Now,1.0
Housing Inflation In November, ,Times_Now,1.0
India' ,Personal Finance,Times_Now,1.0
Industrial Output, ,Times_Now,1.0
Latest News,Markets,Times_Now,1.0
Bigg Boss 18: Kamya Panjabi SLAMS Housemates For Failing To Understand Time God Task,Companies,Times_Now,1.0
Disha Patani turns heads with her red-hot photoshoot look,Economy,Times_Now,1.0
Not KL Rahul Or Rishabh Pant! RCB Reveal Two Indian Stars As Major Targets They Failed To Sign At IPL Auction,Industry,Times_Now,1.0
"Recap 2024: Laughter Chefs To Bigg Boss 17, Best Reality Shows Of The Year",Real Estate,Times_Now,1.0
Bigg Boss 18: Kamya Panjabi SLAMS Housemates For Failing To Understand Time God Task,Personal Finance,Times_Now,1.0
